"name","genre","creative.type","production.method","revenue.inf"
"Bereurlin","Action","Contemporary Fiction","Live Action",0
"Clash of the Titans","Adventure","Fantasy","Live Action",90.323742
"The Sisterhood of the Traveling Pants 2","Adventure","Contemporary Fiction","Live Action",51.397358
"The Postman Always Rings Twice","Drama","Contemporary Fiction","Live Action",36.731653
"Oculus","Horror","Fantasy","Live Action",28.373212
"House at the End of the Street","Horror","Contemporary Fiction","Live Action",33.240166
"The Boy in the Striped Pajamas","Drama","Historical Fiction","Live Action",10.535905
"Passenger 57","Action","Contemporary Fiction","Live Action",75.809023
"The Shining","Horror","Fantasy","Live Action",44.017374
"Semi-Pro","Comedy","Historical Fiction","Live Action",39.028565
"Exorcist: The Beginning","Horror","Historical Fiction","Live Action",56.359161
"Dogma","Comedy","Contemporary Fiction","Live Action",50.344361
"The Transporter","Action","Contemporary Fiction","Live Action",36.44113
"Crank","Action","Contemporary Fiction","Live Action",35.573663
"_kami Kodomo no Ame to Yuki","Adventure","Contemporary Fiction","Digital Animation",0
"The One","Action","Science Fiction","Live Action",64.927756
"The Fox and the Hound","Comedy","Kids Fiction","Hand Animation",53.485237
"Wall Street","Drama","Contemporary Fiction","Live Action",71.274651
"A Man Apart","Action","Contemporary Fiction","Live Action",36.78358
"Monster's Ball","Drama","Contemporary Fiction","Live Action",45.031939
"Hardball","Drama","Contemporary Fiction","Live Action",59.471813
"West Side Story","Musical","Contemporary Fiction","Live Action",530.099997
"The Distinguished Gentleman","Comedy","Contemporary Fiction","Live Action",88.081427
"Freedom Writers","Drama","Dramatization","Live Action",44.533271
"Going the Distance","Romantic Comedy","Contemporary Fiction","Live Action",18.887449
"Max","Adventure","Contemporary Fiction","Live Action",42.656255
"We Are Marshall","Drama","Dramatization","Live Action",54.6598
"Fly Me To the Moon","Adventure","Kids Fiction","Digital Animation",16.855975
"The DUFF","Comedy","Contemporary Fiction","Live Action",34.030343
"Soul Food","Comedy","Contemporary Fiction","Live Action",79.294074
"City Slickers II: The Legend of Curly's Gold","Comedy","Contemporary Fiction","Live Action",62.395253
"Pride and Glory","Drama","Contemporary Fiction","Live Action",18.349559
"Harold & Kumar Escape from Guantanamo Bay","Comedy","Contemporary Fiction","Live Action",44.424796
"Sur la piste du Marsupilami","Adventure","Contemporary Fiction","Live Action",0
"Last Holiday","Comedy","Contemporary Fiction","Live Action",49.019056
"Raising Helen","Comedy","Contemporary Fiction","Live Action",50.523973
"Welcome Home Roscoe Jenkins","Comedy","Contemporary Fiction","Live Action",49.469864
"Orange County","Comedy","Contemporary Fiction","Live Action",59.112824
"Girl with a Pearl Earring","Drama","Historical Fiction","Live Action",15.715905
"Midway","Drama","Dramatization","Live Action",169.83634
"Black Rain","Thriller/Suspense","Contemporary Fiction","Live Action",90.497001
"Boogie Nights","Drama","Historical Fiction","Live Action",48.013794
"See Spot Run","Comedy","Kids Fiction","Live Action",49.328988
"The Jungle Book","Adventure","Historical Fiction","Live Action",85.654362
"Tom yum goong","Action","Contemporary Fiction","Live Action",15.390689
"Regarding Henry","Drama","Contemporary Fiction","Live Action",57.891607
"Escape from Alcatraz","Drama","Dramatization","Live Action",43
"Meatballs","Comedy","Contemporary Fiction","Live Action",43
"California Suite","Comedy","Contemporary Fiction","Live Action",153.498543
"Glory Road","Drama","Dramatization","Live Action",54.492132
"Just Friends","Comedy","Contemporary Fiction","Live Action",42.535679
"The Uninvited","Horror","Fantasy","Live Action",31.914048
"Heartbreak Ridge","Action","Historical Fiction","Live Action",85.618513
"The Transporter Refueled","Action","Contemporary Fiction","Live Action",15.934893
"Basic","Thriller/Suspense","Contemporary Fiction","Live Action",36.921342
"Child's Play","Horror","Fantasy","Live Action",64.640782
"A Walk Among the Tombstones","Action","Historical Fiction","Live Action",26.654591
"The Four Seasons","Comedy","Contemporary Fiction","Live Action",127.922987
"Mask","Drama","Dramatization","Live Action",100.010376
"Forever Young","Comedy","Contemporary Fiction","Live Action",0.149761
"8 femmes","Musical","Contemporary Fiction","Live Action",4.431957
"My Name is Khan","Drama","Contemporary Fiction","Live Action",4.263251
"Blue Thunder","Action","Contemporary Fiction","Live Action",112.432628
"Bullitt","Action","Contemporary Fiction","Live Action",270.273519
"Chi zi Xi zi Pi zi","Comedy","Contemporary Fiction","Live Action",0
"Teenage Mutant Ninja Turtles III","Adventure","Fantasy","Live Action",75.305685
"Defiance","Drama","Historical Fiction","Live Action",31.977593
"Jaws 3-D","Horror","Contemporary Fiction","Live Action",112.251476
"Joheunnom nabbeunnom isanghannom","Action","Historical Fiction","Live Action",0.136297
"Police Academy 3: Back in Training","Comedy","Contemporary Fiction","Live Action",95.258259
"21 and Over","Comedy","Contemporary Fiction","Live Action",26.440529
"Dabangg 2","Comedy","Contemporary Fiction","Live Action",5.149852
"White Nights","Thriller/Suspense","Contemporary Fiction","Live Action",97.388716
"In the Bedroom","Drama","Contemporary Fiction","Live Action",51.835711
"A Good Year","Drama","Contemporary Fiction","Live Action",9.53035
"Dirty Rotten Scoundrels","Comedy","Contemporary Fiction","Live Action",75.068404
"Gamer","Action","Science Fiction","Live Action",22.91696
"Meet the Browns","Comedy","Contemporary Fiction","Live Action",48.932309
"Quarantine","Horror","Contemporary Fiction","Live Action",36.944351
"Meitantei Conan: Juichi-ninme no Striker","Action","Contemporary Fiction","Digital Animation",0
"Homeward Bound: The Incredible Journey","Adventure","Kids Fiction","Live Action",71.168101
"As Above, So Below","Thriller/Suspense","Contemporary Fiction","Live Action",21.741828
"The Fisher King","Drama","Contemporary Fiction","Live Action",74.067335
"The Informant!","Thriller/Suspense","Contemporary Fiction","Live Action",37.181574
"Casino Royale","Comedy","Contemporary Fiction","Live Action",158.644411
"Still Alice","Drama","Contemporary Fiction","Live Action",18.6564
"Cheech & Chong's Next Movie","Comedy","Contemporary Fiction","Live Action",41.675194
"Into the Blue","Adventure","Contemporary Fiction","Live Action",24.120699
"Wimbledon","Romantic Comedy","Contemporary Fiction","Live Action",22.685939
"Astro Boy","Adventure","Super Hero","Digital Animation",21.812438
"The Sisterhood of the Traveling Pants","Drama","Contemporary Fiction","Live Action",50.936531
"A River Runs Through It","Drama","Dramatization","Live Action",83.764323
"Safe","Action","Contemporary Fiction","Live Action",18.025021
"Gremlins 2: The New Batch","Comedy","Fantasy","Live Action",68.413844
"Dredd","Action","Science Fiction","Live Action",14.105668
"Gridiron Gang","Drama","Dramatization","Live Action",49.111871
"The Great Outdoors","Comedy","Contemporary Fiction","Live Action",56.614446
"Ghajini","Thriller/Suspense","Contemporary Fiction","Live Action",2.821644
"Pale Rider","Western","Historical Fiction","Live Action",97.635623
"The Gallows","Horror","Fantasy","Live Action",22.76441
"Man of the Year","Comedy","Contemporary Fiction","Live Action",47.845958
"50/50","Black Comedy","Contemporary Fiction","Live Action",36.956965
"Cabaret","Musical","Historical Fiction","Live Action",203.471971
"Gosford Park","Comedy","Historical Fiction","Live Action",59.517764
"This is Where I Leave You","Comedy","Contemporary Fiction","Live Action",35.135879
"The Mirror Has Two Faces","Romantic Comedy","Contemporary Fiction","Live Action",78.055657
"Leatherheads","Romantic Comedy","Historical Fiction","Live Action",36.573795
"Private Parts","Comedy","Dramatization","Live Action",75.126031
"Luftslottet som sprngdes","Thriller/Suspense","Contemporary Fiction","Live Action",5.757053
"The French Connection","Drama","Contemporary Fiction","Live Action",208.787147
"Money Talks","Action","Contemporary Fiction","Live Action",74.887612
"Poltergeist II: The Other Side","Horror","Fantasy","Live Action",76.4752
"Don Jon","Romantic Comedy","Contemporary Fiction","Live Action",25.20027
"Happy Gilmore","Comedy","Contemporary Fiction","Live Action",73.099261
"30 Minutes or Less","Comedy","Contemporary Fiction","Live Action",39.109871
"Pee Wee's Big Adventure","Comedy","Contemporary Fiction","Live Action",96.527703
"Falling Down","Drama","Contemporary Fiction","Live Action",69.091504
"Drive Angry","Action","Fantasy","Live Action",11.315888
"Balls of Fury","Comedy","Contemporary Fiction","Live Action",40.009253
"Revenge of the Nerds","Comedy","Contemporary Fiction","Live Action",101.811768
"Where the Heart Is","Drama","Contemporary Fiction","Live Action",52.442436
"Undercover Brother","Comedy","Contemporary Fiction","Live Action",55.075512
"Broken Flowers","Romantic Comedy","Contemporary Fiction","Live Action",17.93619
"Short Circuit","Comedy","Science Fiction","Live Action",91.816782
"War","Action","Contemporary Fiction","Live Action",27.356282
"The Dark Crystal","Adventure","Fantasy","Animation/Live Action",111.999916
"El secreto de sus ojos","Thriller/Suspense","Historical Fiction","Live Action",6.780261
"Fright Night","Horror","Contemporary Fiction","Live Action",19.313951
"Jagged Edge","Thriller/Suspense","Contemporary Fiction","Live Action",95.185816
"Young Guns II","Western","Historical Fiction","Live Action",80.285827
"The Ringer","Comedy","Contemporary Fiction","Live Action",45.871752
"Bless the Child","Thriller/Suspense","Fantasy","Live Action",45.614449
"Foul Play","Comedy","Contemporary Fiction","Live Action",144.561986
"2010","Thriller/Suspense","Science Fiction","Live Action",98.92318
"The Master of Disguise","Comedy","Kids Fiction","Live Action",58.148491
"La mala educacin","Drama","Historical Fiction","Live Action",6.879462
"The Last Emperor","Drama","Dramatization","Live Action",82.641588
"Marked for Death","Action","Contemporary Fiction","Live Action",79.789285
"Mo' Money","Comedy","Contemporary Fiction","Live Action",72.453214
"Big Business","Comedy","Contemporary Fiction","Live Action",55.278142
"The Invasion","Thriller/Suspense","Science Fiction","Live Action",18.338804
"Serenity","Action","Science Fiction","Animation/Live Action",33.082961
"All About Steve","Romantic Comedy","Contemporary Fiction","Live Action",37.791002
"The Love Guru","Comedy","Contemporary Fiction","Live Action",37.578496
"Twisted","Thriller/Suspense","Contemporary Fiction","Live Action",33.958546
"Scoop","Romantic Comedy","Contemporary Fiction","Live Action",13.450423
"Encounter in the Third Dimension","Drama","Factual","Live Action",11.342455
"Grand Canyon","Drama","Contemporary Fiction","Live Action",64.3158
"Hannah and Her Sisters","Romantic Comedy","Contemporary Fiction","Live Action",79.71973
"The Faculty","Horror","Contemporary Fiction","Live Action",69.560417
"Encino Man","Comedy","Science Fiction","Live Action",69.802594
"Man of the House","Comedy","Contemporary Fiction","Live Action",77.021334
"Thank You For Smoking","Black Comedy","Contemporary Fiction","Live Action",31.682702
"Sado","Drama","Historical Fiction","Live Action",0
"I Still Know What You Did Last Summer","Horror","Contemporary Fiction","Live Action",71.253952
"The Secret Life of Bees","Drama","Historical Fiction","Live Action",44.029456
"Dream House","Horror","Contemporary Fiction","Live Action",22.484306
"Magnificent Desolation","Documentary","Factual","Live Action",48.444849
"Caddyshack","Comedy","Contemporary Fiction","Live Action",39.846344
"The Beach","Drama","Contemporary Fiction","Live Action",61.771219
"Cirque du Freak: The Vampire's Assistant","Action","Fantasy","Live Action",15.675997
"Ricki and the Flash","Drama","Contemporary Fiction","Live Action",26.822144
"Memento","Drama","Contemporary Fiction","Live Action",37.755036
"When in Rome","Romantic Comedy","Contemporary Fiction","Live Action",34.668808
"Monte Carlo","Romantic Comedy","Contemporary Fiction","Live Action",24.473294
"Mar adentro","Drama","Dramatization","Live Action",2.730286
"Dhoom 2","Action","Contemporary Fiction","Live Action",3.375973
"Mars Needs Moms","Adventure","Science Fiction","Digital Animation",22.579741
"Sin City: A Dame to Kill For","Action","Fantasy","Live Action",14.094586
"Dreamer: Inspired by a True Story","Drama","Dramatization","Live Action",43.110622
"Three Fugitives","Comedy","Contemporary Fiction","Live Action",82.641312
"Crocodile Dundee in Los Angeles","Adventure","Contemporary Fiction","Live Action",37.842628
"Becoming Jane","Romantic Comedy","Dramatization","Live Action",22.705952
"Nobody's Fool","Drama","Contemporary Fiction","Live Action",75.810764
"Whale Rider","Drama","Contemporary Fiction","Live Action",28.83388
"Hocus Pocus","Comedy","Fantasy","Live Action",51.397927
"Furry Vengeance","Comedy","Kids Fiction","Live Action",18.703033
"Never Back Down","Action","Contemporary Fiction","Live Action",28.969666
"Anna and the King","Drama","Dramatization","Live Action",63.295857
"Three Amigos","Comedy","Historical Fiction","Live Action",70.839252
"The Legend of Bagger Vance","Drama","Historical Fiction","Live Action",47.665869
"Brooklyn's Finest","Thriller/Suspense","Contemporary Fiction","Live Action",28.816127
"Roxanne","Comedy","Contemporary Fiction","Live Action",83.803102
"Don't Be Afraid of the Dark","Horror","Contemporary Fiction","Live Action",25.38092
"What's Love Got to Do With It","Drama","Dramatization","Live Action",54.326674
"The Spirit","Action","Super Hero","Live Action",22.986246
"Agora","Drama","Historical Fiction","Live Action",0.657104
"Primary Colors","Comedy","Dramatization","Live Action",69.540705
"Peggy Sue Got Married","Comedy","Fantasy","Live Action",87.871081
"National Lampoon's Van Wilder","Comedy","Contemporary Fiction","Live Action",30.260689
"Earth to Echo","Adventure","Kids Fiction","Animation/Live Action",39.887955
"Dnevnoy dozor","Action","Science Fiction","Live Action",0.548294
"Doragon B_ru Zetto Kami to Kami","Action","Contemporary Fiction","Digital Animation",0
"Clockstoppers","Adventure","Science Fiction","Live Action",53.282039
"Nightcrawler","Thriller/Suspense","Contemporary Fiction","Live Action",33.16415
"Little Shop of Horrors","Musical","Fantasy","Live Action",73.168355
"Redi","Comedy","Contemporary Fiction","Live Action",0.986823
"About Last Night...","Comedy","Contemporary Fiction","Live Action",76.591828
"Someone Like You","Romantic Comedy","Contemporary Fiction","Live Action",40.427443
